tweet,sarcastic
@van_strael @NatGeo |We live in a world where even the neighbors look alien.,0
@Fleshframes plus my memory is short and I deleted all those pic you shared. Boom.,1
Nice weekend off but back at work tonight. Over the fucking moon,1
Bridal#jewels#exciting range#hand made#high quality jewellery on the high street#bespoke#custom http://t.co/fzhWTNzaf4,0
@Heathmusic So...I should click on the link in your private message to see the nasty rumor going around about me?  #boohackers,1
My current Christmas song obsession. Played it non-stop all weekend  http://t.co/rLI4hTUXnv via @YouTube,1
Flight diverted over boiling water incident http://t.co/FPT6yjxYIm,0
For 9 grand a year we definitely get all of the information we need in this practical class,1
@JuveUnited what happens if I RT ?,0
Sneaking in a round of mini golf at #hollywooddriveingolf at #universal #citiwalk before the kiddos... http://t.co/iHDeyYYlsi,0
"My Twitter account is worth $100.20, according to Social Account Worth Calculator. See how much you're worth http://t.co/mxFLRaALZQ",0
The  of taking a break from reading about #socialmedia to check my social media.,1
"Video: By @sororitypups ""@dipmagazine #wifeyseries Drops Today, with #covermodels @erickaajanae and... http://t.co/ir1K325lOz",0
@kirsch71 @united I hope that all those people who missed connecting flights take joy in this wonderful experience.  #sorrynotsorry,1
@NovusOrdoWatch He was caught attending...*gasp* a Latin Mass.,1
I love how @Gcash14 can stay up and tweet but can't stay up and hang out with me! #truebro,1
lol has his website been suspended again? @jumbopaperclips @RBRNetwork1,0
"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias.",1
"#RedSox RT @pgammo: Meanwhile, in Caguas, Rusney Castillo goes 4-5 with mammoth HR. man, Alex Cora loves this guy",0
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman,1
I love waking up five minutes before I have to be at school...,1
I already can't wait for Julia to come back.,0
Its gonna be a loooong day..  but yolo lets have fun :smiling_face_with_open_mouth_and_tightly-closed_eyes:,1
@snake_moore You're slipping back into hate figure territory,0
Being used is such a great feeling...,1
Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption.,1
People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J,0
Where I am  @ Boys Town http://t.co/dr01zwqGhQ,0
"I have footy socks on, trackies, a tee, a fluffy dressing gown and I'm wrapped up in my quilt... I sweating bean but shivering my nuds off",0
My finger is so ducking attractive without my bandage tbh!!!,1
"Accidentally breaking your own computer when your tech support! Haha , talk about employee of the month  #techSupport :personal_computer::floppy_disk::pistol:",1
So glad all that voting was put to good use!,1
Ppl make blanket statements about a whole race as a defense that they are sick of hearing about race,1
I just love being wide awake at 4am,1
"The word ""Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS",1
Yay its fucking Monday life is so perfect and magical I love everything,1
Event technology session is having Internet problems.   #HSC2024,1
#marleyandme RT @alexspeier: Sources tell @bradfo and me that Dodgers are showing serious interest in Jon Lester.,0
Can anyone tell iv been uploading items onto depop today lol  #lotsofdepopuploaded,1
@YodelOnline where's me boots happy,0
It scares me when I think about what things will be like a year from now! #2015,0
The last Twolves game I was jacked for was right after the lockout in 2011 vs. OKC (Rubio's 1st game)... I wonder if I when I will again?,0
Everybody is out there traveling the world and I'm sitting here studying maps for my last exam #jealousy  #almostdone,1
cleaning up spew is a definite highlight of my job!!,1
@b_shantel right! Clearly the po-po has been playing too much Call of Duty,0
@Dov67 @ThisIsPalestine Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem.,1
"Thank you, strange vet husband at the bar, for reminding me that I will be in debt until I die.   #studentloans",1
Love that I can count on people.,1
@CalmKitchen @menhealuk I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket,1
Yea I love it when 2 is already throwing a tantrum upon waking up. Totally. Awesome. :ok_hand_sign:  @NannyProbss,1
The winner goes to this stocking! They bribed me. ;) http://t.co/JagIuUrxe7,0
": World's most villainous climate criminal, Australia, attempts to heavy other nations at Lima http://t.co/m3DO7rgLRg #auspol",1
I'd rather you know and be upset than hide it for you to only question things later,0
It's almost 1am and @princezz1989 and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults.,1
@whipappeal_6 not always. They've found them in $500k homes,0
Thanks @garrynewman for taking down http://t.co/Putii8Waue <3 We all love you for this <3,1
"@caboosemichaelj yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more!",1
Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious - The Senate confirme... http://t.co/3TvNFNw8tn,0
Having nothing you studied be on the test is just fckn greaaat,1
marty posts FACTS with PROOF you? you make shit up @RBRNetwork1 @IndyEnigma @TheOldBreed1775 @jus1314tin,0
Falling asleep to the sound of rain is so relaxing :umbrella_with_rain_drops:️,0
Ok...so these two are my #AbsoluteFavs and I am  ashamed to admit that I actually cried when my... http://t.co/PEDCoI3MLg,0
@rbr07 @TonyBarretTimes indeed two people from the opposite political divide not slinging insults. What is twitter coming to,0
The biggest  is that #Taliban gunned down school kids in the same country that #Malala received the Nobel prize for #Education #Ouch,1
@vidalovesvida I don't think I've ever even made weed brownies in my life...idk where you get this bizarre idea from lol,0
What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol,1
@SnarkySteff nice. We make it in a pot with butter & Himalayan salt. Sometimes with infused salts for a change.,0
Looking forward to doing my 4 page essay tonight :face_savouring_delicious_food: seems like fun,1
I'll grin or ill grin. There's two ways to read my name.,0
SEEING @AlpEmiel ON SATURDAY whaddddddup #legend,1
A new year about to start|So many people came so many went|But always wat's gone is better.,0
"Yoga pants, a sweatshirt, and nikes, am I @RosieMorse yet? :face_with_tears_of_joy:",0
BITCH WHERE THE FUCK U THINK IM GOING?????|BETTER SIT ON DOWN WITH THE REST OF THESE BITCHES WAITTNG FOR ME TO MOVE....  NEVA,0
#great  #A #All #Burst #Christmas #diy #crafts|Please RT: http://t.co/sGEY4HKIoC http://t.co/khr5RY3FgA,1
Taking a final then going straight to work. I'm just peachy about it.,1
"May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!",0
@sickill buuuut fast iteration and prototyping to production-ready code!,1
"@AndLeoHud You're on my ""People Who Antagonize Me"" list. http://t.co/MpNrw3Dq1s via @99u",0
Let's go CAVS!!! #cleveland #cavs #cavaliers #nba @ Quicken Loans Arena http://t.co/QiSPa7nC8B,0
@CBCToronto: Toronto man finds woman with ex-girlfriend's name for free trip around the world I should have changed my name!!!!!,0
Chenua Achebe - when things fall apart,0
@MikeIsler Thank you! I think i filled it out correctly,0
Girls who dip>>>,1
what do you think? good name or what?|@HondoLane @brownbearmike1 @laurarubin7,0
:flag_for_Faroe_Islands:🇱🇱🇴🇼 THIS:|#TSU website now worth $1.5 Million!||You get paid for posting!|http://t.co/OXybfwwWb6 http://t.co/3rW8P7GfW8,0
Monday mornings are my fave :),1
"Thanks mum for farting ... Not once, but twice during dinner with the BF. #NiceOne",1
"Being on #socialmedia is already pretty good, but they also master  of irony... Do we tell them? http://t.co/DSuNUQlTyW",0
Let's set the record straight McCoist the player legend Fact !!! The man held us together when no one else would !!!! Won't ever b forgotten,0
History check anyone know what this is? http://t.co/KtR2yqKrxd,0
"Off in to town to get a bday prezzy, how rude to have a birthday in Xmas week #BusyBee",0
The  of how worst films become must see #films: http://t.co/rNJ4tl6syj,1
@maiwaby You are freer in Bethlehem than you would be anywhere in rest of the Arab world!   much,1
@TMJ4Steve @AlTruda73 not knowing that it was about covering the points hasn't kept us from winning two weeks and almost winning a 3rd.,0
"@Cameronjwalker4 I don't think, I know x",0
This kid right here makes me so happy :heavy_black_heart:️ #nephew http://t.co/4J4wI6qp2v,0
"If this is love i don't wanna be loved , You pollute the room with your filthy tongue  #getscared",0
@SouthamptonFC @whufc_official Yeah thanks for that!,1
"Stop trying to make me post my location, twitter. I don't want to post my location. Stop.",0
Just seen the result| What the actual.... #saintsfc,0
Get Updated with Basant Rai is out! http://t.co/YKJvVSaW7O Stories via @MasculistA @subichaturvedi @BJPLucknowBJP,0
@Neilby70 @TonyBrown03 @ParkzTheDon @PatrickStan14 @goodgary99 @LosDaGooner @GazTheGooner84 Ya welcome hunny:kiss_mark:,0
Good thing y days not ruined....,1
@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to,1
Long Gold Layered Pipe Necklace Set $20|Leave email for invoice http://t.co/kOeoSmzCPj,0
Dang my selfie game is on point when I'm drinking  #actuallysorry,1
but he is a lot of laughs @ken_malinowski @hiramabiffarch @HotNostrilsrFun @P4R4L3G4L @RBRNetwork1,0
So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||,1
"Good news! Thanks to the #ACA, my husbands insurance premium jumped up 971.2% in one year! Hooray!  #ThanksObama",1
@aadashusain to you too. :) :thumbs_up_sign:,0
@justacoolcat I just texted you. Now I'm going to sleep-not ignoring,0
Nothing is better then an 8am class.,1
"#Net #neutrality: #Cisco, #Intel, #IBM #warn #FCC  #to #crack #down #on #ISPs: More than 60 #technology... http://t.co/qQJf62RZmz",0
Cluck! RT @DJB627: Most transparent administration ever sends password-protected documents to Oversight.  #Gruber,1
@WiseMissKay: Sometimes you have to forget what you feel and remember what you deserve.,0
"Working super early on a Friday, when your will is weakest, is a pure treat.  #tired #stormageddon #ArrowMidSeasonFinale",1
"I like how people freak out when they hear I'm still getting paid while I'm off for over 2 weeks. Join the military, duh.",0
"So, @GdayJohnKim faved my tweet. What was my reaction?....my parents thought I went crazy.  Ashamed http://t.co/pXCXM28dgR",0
@Cameronjwalker4 miss u I'm leaving on 7th so .... Need to see you before I go :weary_face::weary_face::weary_face::weary_face:,0
"@MyzzCryz she went from a faded orange mess to a dark brown with red streaks. I, of course, forgot to take pictures.",0
#MY #Husband is  your concern #StopTxtnHim its #NotOk #youknowwhoyouare!!!,0
"You'd hope that a film like that would lose relevance after a couple decades, but nope.",0
Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots,1
Each snooze button is more tempting than the last :sleeping_face::squared_sos:,0
Fucked up.  in the mood at all,0
Coin ! WatcherOnAWall: Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong? #TortureReport ...,1
Tamir Rice's Memorial is today. His family had plans of seeing him grow up. Not gunned down by police. Police?  http://t.co/bxuKPNF01r,0
Eating sweets in PE,1
"No need to act like I'm the fav child, I know this already.",1
Funny your the broken one now Im the only one who needed saving.|,1
my baby will  have caps on her teeth #negative,0
I come up with some ridiculous scenarios in my head :thought_balloon:,0
Love that I still have kids that still wake up early on Christmas  #justkiddingIlovethem,1
"@WadeVanHooser i am okay with a trade, but they better get a darn good package and it better not be in the division",0
My Com professor keeps talking about Twitter. ||Lel,0
Oh how I love this  http://t.co/UWqFZJdlkv,1
@MistressMental Frisky at 2am? That's nothing new.,0
Love that my buses are every half an hour:angry_face::pouting_face::face_with_look_of_triumph:,1
@fbourdeau @ChrisLaBossiere @alexabboud All the more reason for it. Competition breeds innovation & the consumer wins.,0
http://t.co/5NzWiNlzi2  so Ugly *Size SMALL* Christmas Sweater Cardi Basic Editions Holiday Vintage http://t.co/dwTxGOdB7z,0
I just love when you test my patience! :white_smiling_face:️,1
Welcome to twitter @orafa2 myself n @SlimDandyMUFC r at ur service as ur twitter coaches,1
@BIGJOEONTHEGO #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real,1
Sometimes I can make funny comments #boyfriend #text #justgothomefromdinner #smiles #funny  #lovehim http://t.co/baDqzH0PdT,0
"Dayum, I really got the house to myself while my brother still has school all week :smiling_face_with_sunglasses:",0
 a bad idea! http://t.co/WU41rVVVjw,0
You know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay,1
"I used to joke around about my cats being able to open my doors, never expected it happen.",1
We buy into liberal individualism and see our individual fate as black people in no way linked to the collective fate-Bell Hooks #Ferguson,0
"@bayer04fussball draw, @s04 draw, @Everton going to lose, Pelle on my bench in fantasy, been a fucking shit night for me.",0
 how half of the world is suffering from obesity and the other half is dying of famine!!!!!,1
I got to meet a real CSI tonight #cool but the little jerks who broke into his office at 2am  cool:pouting_face:,0
"If his Twitter account is any sign, then this book looks to be a must read  id rather read twilight http://t.co/HZDJZcEaOD",1
UK PM making sure child abusers are brought to justice. I can assume people will be brought to justice  #lies http://t.co/HFlLqWTcrX,1
"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed.""",1
"Guru's to newbies, everyone's getting in on this while they can. You need to see it RIGHT NOW http://t.co/Sen6bOk78i",0
doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic,1
@gayingmorality tis the season for unwanted gifts!,0
"""My future? I still enjoy it (playing football) too much and I play with passion"" -Totti......oh no the team is doomed..... #asroma",1
"Awh I love her replies, they get me feeling all types of ways!  #noreplies #StoryOfMyLife http://t.co/FGbFjhCOoV",1
There's always that one friend to motivate and make you feel better. El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @Galb_dxb,0
"@dirtydeathdog ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?",0
@bmw937 stoked...,1
@PatNeshek huge congrats on signing! Couldn't be happier for you & the fam. ||How's the view from Everest? |#OriginalPatNeshekFanClubMember,0
Please dont fuck with me when I first wake up a morning person!,0
Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel,1
Produce all kinds of Creative Designs #hypebeast| http://t.co/FFr9n5OwyW http://t.co/BuXfJWZ4WC,0
"I'm seeing #catfish while I search for a #fishsitter for my #goldfish, #LoveLife",1
#page#found#404 http://t.co/rIfWvIm8K5,0
you know what would make break 1000000x times better?||not having practice.,0
@espn @ESPNCFB @SEC @CollegeGameDay with their SEC bias right now: http://t.co/Fdthuhjgsx,0
"#If we're  #careful, #literacy #will #become #a #historical #blip: It's a summer... http://t.co/fl2FomCYXU",0
"""@HikeTheGamer: .@PlayStation @Xbox EVERYTHING IS AWESOME!!!!!!!!!!!!!!!!!!!! :)  http://t.co/A2lyi2bbDD""",1
@veebex haha cannot wait for monday  at it's best.. cheers,1
" the people #BillCosby looked down upon are ones coming to his defense. This isn't about race,it's about rape! http://t.co/PD4GUCPPKV",1
@LouiseRosalia I'm good at banter... :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
Just yelled at #someone #telling me to do #something #youre  my #mum #mistake was...it was actually my mum,1
"the ""2/3=75%"" is also in the top 10 LOL @TimOwensby @RBRNetwork1 @IndyEnigma @CalFreedomMom",0
@NinaWmakeup  a#chance#till#January! #this is so good #you always make me#smile,0
 doesn't convey what I want though. #twitterproblemsforme,0
It's hard to take people seriously who can't spell and think grammar is a type of cracker.,0
"What an Irony! The Police divide us, The Terrorists Unite us! #Terrorism #PoliceBrutality",1
@Praise1300 Tamir knows Mike Brown raised his hands & was shot dead. He wanted cops to see he had a BB Gun & was still shot dead.,0
@lavina_khatwani @Vh1Supersonic is giving you a chance to win 10 #GoSupersonic #Goa passes. Follow them for more details. |#SuperDayLineup,0
@craigcalcaterra Let me put my bet in with whoever would take action on such a thing... I'd think Oliva & Howsam should be easy.,0
NO PAİN- NO GAİN ! |#Fit #Fitness #gym |#No  #Give #Up :fisted_hand_sign::flexed_biceps: http://t.co/SUDpHIbdEZ,0
#BBC #News -- #Denmark #challenges #Russia and #Canada #over #North #Pole. http://t.co/toAn6TGXcl,0
@adambelz @lee_osp @Vruno is this your first visit to a comment section?,0
"I shun the workplace chit chat, to look at what happening on twitter  #randomtweet",1
Shoes on make-up done ! I'm ready,1
Love watching #latenightfilms. Enjoyed #MockingjayPart1 @cineworld #didsbury. Ta @sophie_louise24. #Grateful to have such a #goodfriend.,0
"@SteveSGoddard Steve, Steve, Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears",1
@GasBuddyGuy @GasBuddy so glad I bought a diesel car 2 years ago,1
http://t.co/kmipajconx Dont mess with a #Ninja ! #KO http://t.co/4yT7wLCqZA,0
@therealchris831 like a group of unsuccessful idiots who can't even manage to scrounge up a quarter? That's pretty cool I guess Chris,1
I can't wait to jump in my bed tonight and sleep!:sleeping_face: #sotired,0
"can the next person who wants to educate me on any point please be very bloody educates before they speak to me, getting bored now",0
Sat on yet another stationary @FGW train for 15 minutes with no explanation from the driver. Your service is just top drawer.,1
@Bavarianshady u simply cant win with @viggie_kopite if it is twitter fight!!! :-P,0
@dariusporter68 Ohhhh yeaah the girl from your favorite couple wants me to come hang with her lol BRUH wtf is this lol,0
"he did, proof he lacks reading comprehension skills @Anan_VII @RBRNetwork1 @Dolphin__Man @Graves9",0
"Mmmm RT @phemoi: !!!! @TemmyAFC: Faved. @nifemisinzu: If Southampton wins, I'll post a nude..""",0
@HMRCcustomers You know this is wrong don't you http://t.co/00WSRV7RcS Please help us out here #EUVAT,1
@tomwookieford agreed. It's a very cool place. And I just love the rocks.,0
Thank you for all your Retweets @jbboats #TopForm,0
"@kaylz96 no , not anymore. :persevering_face:",0
Grown women acting like children is my favorite.  #dramatic,1
Coming to the conclusion that Apple IS Skynet #terminator #apocalypseiscoming #warofthemachines,0
Working hard right now  http://t.co/ZrW0j1TgNt,1
Interesting stats. PO's are good! The bad apples ruin it for all.|http://t.co/bqIn0clXjc #tcot #Ferguson #EricGarner,0
"@JRBloomfield That's a much nicer idea, actually.",0
@bophiesurch SHE SHOWED YOU!,1
I liked a @YouTube video from @_stylebydani_ http://t.co/QGjcBlZYPt 2015 Challenge! Style By Dani,0
Husband coming home early? #mongkok #kowloon #hongkong #dongiotravels  #50thfloor ... http://t.co/vvAWP30vua http://t.co/qdEScaifSk,1
@ddelafebre illridewithyou,1
"This team from Covington, KY pretty much sucks. #gosteelers",0
"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",0
Ready to conquer the day:face_with_stuck-out_tongue_and_winking_eye:  @yn0htna #leavemealonemom #my2fave:heavy_black_heart:️#bahhumbug http://t.co/jQ9aJBISbW,1
MLS Transactions 2015 #MLS http://t.co/hGIAVdLyx7|#TFC making waves again   2 b fair it will take more than 2 players to fix this,1
Bush Govt to be prosecuted under Geneva Convention for torture after CIA methods & VP admission exposed. http://t.co/SV4j6clfUB,1
Just got an email from the law school saying 3 people have infringed copyright by not referencing properly..in our essay on copyright,1
Being mom tonight was both refreshing and a real tbt,0
then that means it HAS to be square to him @kevinlicklider @TimOwensby @RBRNetwork1 @IndyEnigma @CalFreedomMom,0
The BOLD BAKERY by Sarah-Brockett #bakery  http://t.co/zl5zxAD62Z,1
"99 % of Maldives is water. Yet, we're experiencing a water shortage.",1
Getting some night heli shots of @crotched_mountain for @chudnor @djiglobal @gopro #nh #skiing... http://t.co/ZSLKCP5TKx,0
"@TheKooriWoman My ex husband's autopsy report from the coroner took ages too, it just seems to be the slow machinations of the process.",0
"Sometimes I wonder, am I the mouse, or am I the experimenter?",0
"*rushes to take the ""Which Christmas cookie am I?"" personality test*",1
Fun night with these girls. It may look like we are eating dessert but its just for show ... http://t.co/cOG9RANpdr,1
"Breaking news!  RT @liverpool: Mario Balotelli isn't a team player, according to Adel Taarabt http://t.co/UB48QVWkEE",1
Isn't the point to learn how to craft our own reality? What am I missing here? Should we not be different?   #wat?http://t.co/6r8ZnKS31F,0
"""@ZozeeBo:The stuff press write about it literally ridiculous!""Would it be harsh to point out the lack of literacy here? #ghostwriter",1
"It's being 200 yrs since the west had their industrial revolution but in 21st cent Ghana, an industrial de-revolution is happening.",1
"""Original Content is hard to come by."" -Anonymous #writingtips  #quoteoftheday",1
@Kennyade92 @RC1023FM there are more lawful ways the lawmakers whould av gone about gaining entrance not by breaking the law  kind of,1
"@_Jencita_ congrats , so cute :)",0
"I guess I'll eat leftovers for breakfast AGAIN, while others get black bear.. #cuzididntwantgoodfood  #truth #hungry :unamused_face::thumbs_up_sign:",1
People aren't as beautiful as they look #people  #beautiful #look #walk #talk #personality #love #care #share http://t.co/27TB6vdqWq,0
#Laundrymatfun#LOL#YesIsaidNOT#spincycle#youspinmeround#recordplayer#thatsmykid#80smusic#teachingth http://t.co/jhIjrzRGl9,1
Connacht Camogie champions 2014! 3 years in a row! Hon HRC! #MountbellewIsAHurlingStronghold  #HolyRosary4life #SeniorB :smiling_face_with_open_mouth_and_smiling_eyes::person_raising_both_hands_in_celebration::trophy::baseball:,0
Going to the Rec tonight. #beingproductive,0
But someone selling a pack of cigarettes gets a death penalty  #EricGarner,1
@NewAmerica @Heritage @Gundisalvus Remember when Pres. spoke of how great America is and how strong we the people are if we work together?,0
Off to bed can't wait to feel this hangover. |,1
America released the Cuban spies to get Cuba to release the American spy who caught those Cuban spies.,1
Why can I hear a chicken? This is Fulham for gods sake!,0
@AuntFlo_28 a day or two after.,0
"#Daesh,#Taliban all need to become part of 'The religion of ""PIECES""|My heart goes out to all the of the victims of #PeshawarAttack",0
"http://t.co/ySZ6vrKEle #TeensAnalyzed  Not expirienced, but cock hungry",0
"Gotta study and I'm like, who cares?!  #perksofbeingasenior :thumbs_down_sign:",1
StephenFry: @FundieFunnies Oooh - busted by superior understanding ...! Crestfallen and shamed.  http://t.co/s10ep0Qsvv,1
"I deff missed my mom yelling up the stairs ""chanelle wake up!!!!!!"" #lmao  #stfu jks love u cuz you'll prob see this",1
@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?,0
"""A year ago|my cat was hit by|a car.... this is him|today."" is a great quote",0
"Time to continue cleaning out my closet. Happy, happy, joy, joy.",1
@z_o_m_b_ii_e see http://t.co/OXybfwwWb6||#1000ADAY |#FOLLOWME |#FOLLOWNGAIN |#TEAMTOFOLLOW|#TEAMFOLLOWBACK ||RETWEET & GAIN FOLLOWERS.,0
Fav part abt Xmas day..getting merry Xmas tweets from ppl who NEVER talk to me #kys #idontcare,1
A whole day at NS w/clients. YAY.,1
@MU_Foundation @ManUtd Nice to see @LukeShaw3 taking the time to visit a poorly fan (in hospital Phil Jones)   #Alwaysinjured #MUFC,1
#notcias #eu #europ Conselho Europeu 18-19 Dezembro 2014 - Click here for more up-to-date information on the Euro... http://t.co/wTtywbC1uu,0
 It's a comforting thought:every tax payer will b reminded of #OCARE being rammed in2 law when answering questions on 2014 tax forms,1
Oh noes! The night train Berlin-Malmö runs only during summer! http://t.co/nJYk9hf6PQ & me who was planning a long comfortable train trip :(,0
#LRT -- Gee. Good thing there's no #WarOnWomen.,1
So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage,1
@loic Does it imply you can get off facebook using crack or cocaine? .,1
Responsibility = the ability to respond|To control yourself and be in charge of your life,0
@Melissa_Barrow hahahah Donna being inspirational and shit :face_with_tears_of_joy: that's great,0
Morning #monday people  long know keep working hard! #MakeSussexSafe 01273276865,0
So they lost....such a shame...I was really rooting for them ... #LFC,1
"@AJtedded: Aaaaaand to read ""Big Sleep"" because can't get any sleep...  http://t.co/BzEhrjZEKS",1
Stuck behind someone who can't do the speed limit #lateforwork #fuck #happymonday,1
What was the last picture you took with your phone? -- a pic of syresatt vatten of Ikea's bottle http://t.co/BpsXPI1Qk8,0
"Gotta love the ""friends"" I have out here hahahah  #nosuchthing",1
|| Flattery will get me everywhere  [@TaliaHaleTW],1
@SkyNews Wow! I can now afford that holiday I've always wanted!,1
Times my trip home perfectly  #drenched #sydney #storm #wet http://t.co/2OxuJk3uJb,1
it  just had to snow and cancel our Vball tournament today...:pistol::pouting_face::pouting_face::pouting_face::pouting_face: #ball #is  #life,0
"This is how I responded|""More movies about heterosexuality. I really wish they would stop shoving their lifestyle down our throats.""",1
 - the true definition - #Iran hosting a conference against extremist! http://t.co/BT5UJR1Cpa,1
Hmm...Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld...what a difficult decision!!!  #DartsWorldChampionship #PDC,1
"""@FlTNESS:Let's go workout! That jiggle is not going to jiggle itself away #ThingsYouSayToYourBestFriend"" this is so us  @dearrcatherine",1
@Cutneaux who said that retarded nonsense?,0
@DestinyTheGame Hope 2015 will be a great year for Destiny on PC :p @Bungie,0
@crystalluxmore they can be assured you'll recommend them!,1
"#Hunger #has  #vanished #from #our #affluent, even #overweight, #society –  http://t.co/7AqtTD2xYN",0
@CarlosDenWA great Christmas present . Unreal what the alcohol industry will do to lure young people. #sad#nosocialconscience,1
Such a great damn day.,1
@MailOnline @Abdullah_Azfal can't even bring myself to read this #rip,0
You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it,0
father sent me down to buy ingredients cos he wanna fry some noodles up i remembered everything else but the noodles #somuchwin,1
I still love the newsroom regardless of what everyone else thinks,0
This is not the moon. Pictures like the moon is made of light bulbs.  #the #moon :) http://t.co/4oeU3FGv8o,0
"""@SchmidtSTL: Thanks to @automaticg. I think I backed into the playoffs! Playoff matchup: TacoCorp v Gronkey Punch",0
"oh yeah,  its official #im  #crazy http://t.co/bgcLDJQIR6",0
"Oh well, looks like we are back to square 1. Batie and Bridge. This is going to go so well    #BoldandBeautiful",1
"""@antoineraps: @edifyin how the fuck are you up now? Ho! Saturnalia nigga""",1
@KarenLawford: Adding #traditional makes the statement #legit #justbecause,1
@PolicePoliceACP To the officer's defense...that was a very scary looking phone.  #BlackLivesMatter,1
@UGpk when dad calls me by this name :smirking_face: we often go into a fight .. You want a fight ? :smirking_face:,0
JLPT tomorrow. I am feeling vaguely confident. But just vaguely.,0
it was  RT @bobthegreatooo @mikewickett how is that a spoiler alert?  Haven't so called 'experts' predicted him as being the winner?,0
"In case you haven't heard, this is happening - #WingedWarriors - http://t.co/SwUnbDChcB http://t.co/Uq01NXXusO",0
i can't believe all the shits for the past days are finally over!,0
Sessions!! #why  #scary #canary #sydney #australia by lavin56 http://t.co/RS4WSrpsMJ http://t.co/EWBWx6ZIn3,0
@UKLabour ||How dare @David_Cameron not pass legislation to force people to catch buses on those routes. Should be a life in jail.||,1
"Christmas shopping take 2, the weekends attempt was a waste of time so lets try again #CantWait",1
"She said nope, I'm only getting gift cards...ones she bought using her credit card points. .",1
"happy birthday to my boo @James_on00 :heavy_black_heart:️:party_popper: love you, have a great day!:face_with_tears_of_joy::smiling_cat_face_with_heart-shaped_eyes: http://t.co/kvY9eSiOCd",0
@thei100 @Independent Nice smile,1
I'm so glad I'm sick today. | #bullcrap,1
walking in this was fun  http://t.co/zypW2tsnAk,1
We hold these kids back.....  #RUT340,1
@OpineJ There's no personal responsibility anymore. You can't expect anyone to think.,1
...except we have no hot water. Naturally no one would be in the office to take my call. I fucking hate it here.,0
I hate it when my mind keeps drifting to someone who no longer matters in life.  #dislike,1
Solid leg day :flexed_biceps: felt great and hit my max for 2. Can't wait to squat 315!,0
I just love being in charge of comp music :grinning_face:,1
Why are babies constantly sick everywhere. It's like why can't u just keep the food you eat in ur belly and  #on #the #floor,0
Hangovers and work...  RT @TheChrisStuckey What is your favorite thing about Monday?,1
When someone tries to play you and you already know their game<<< #stepoff,0
Lol. Imagine being gay and working in a fudge packing factory.,1
Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy,1
@M1ck3yCharlton miss u lots and lots like jelly tots,0
"Lawyer on train to other lawyer talking about ceiling ad- ""who would even read that? No one's going to notice that thing...""",1
Shawn still hasn't follow me....and I'm okay with it,1
"And all I wanna do is blast music and get ready for my trip but my ""second"" roommate is sleeping and I suffer from being considerate",1
#notcies #eu How Santa Juncker can bring the gift of a healthier EU http://t.co/gcxGK1GBhf,0
Carbon everywhere :) #carbon #hood  #sticker #strips #down #red #automotive #dope #cars... http://t.co/uNHBB7v1Fv,0
Will put corporate racism and sexism back where it belongs: Face-to-face  @RachelFeintzeig: Execs think twice http://t.co/6V5d24NgS5,1
"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",0
#Uniform#unity #LMFAIR14,0
.@NSRoadsPolicing @StEdsPolice oh look an Audi driver breaking the law...how strange,1
